ticker,file,path,volchg,chg,dir
hygs,hygs.us,us\nasdaq stocks\1\,0,0,0
hznp,hznp.us,us\nasdaq stocks\1\,0,0,0
iaci,iaci.us,us\nasdaq stocks\1\,0,0,0
iart,iart.us,us\nasdaq stocks\1\,0,0,0
ibcp,ibcp.us,us\nasdaq stocks\1\,0,0,0
ibkc,ibkc.us,us\nasdaq stocks\1\,0,0,0
ibkr,ibkr.us,us\nasdaq stocks\1\,0,0,0
iboc,iboc.us,us\nasdaq stocks\1\,0,0,0
ibtx,ibtx.us,us\nasdaq stocks\1\,0,0,0
icad,icad.us,us\nasdaq stocks\1\,0,0,0
icbk,icbk.us,us\nasdaq stocks\1\,0,0,0
iccc,iccc.us,us\nasdaq stocks\1\,0,0,0
icfi,icfi.us,us\nasdaq stocks\1\,0,0,0
icld,icld.us,us\nasdaq stocks\1\,0,0,0
iclr,iclr.us,us\nasdaq stocks\1\,0,0,0
icon,icon.us,us\nasdaq stocks\1\,0,0,0
icpt,icpt.us,us\nasdaq stocks\1\,0,0,0
icui,icui.us,us\nasdaq stocks\1\,0,0,0
idcc,idcc.us,us\nasdaq stocks\1\,0,0,0
idra,idra.us,us\nasdaq stocks\1\,0,0,0
idsa,idsa.us,us\nasdaq stocks\1\,0,0,0
idsy,idsy.us,us\nasdaq stocks\1\,0,0,0
idti,idti.us,us\nasdaq stocks\1\,0,0,0
idxx,idxx.us,us\nasdaq stocks\1\,0,0,0
iep,iep.us,us\nasdaq stocks\1\,0,0,0
iesc,iesc.us,us\nasdaq stocks\1\,0,0,0
ifon,ifon.us,us\nasdaq stocks\1\,0,0,0
igld,igld.us,us\nasdaq stocks\1\,0,0,0
iii,iii.us,us\nasdaq stocks\1\,0,0,0
iiin,iiin.us,us\nasdaq stocks\1\,0,0,0
iiji,iiji.us,us\nasdaq stocks\1\,0,0,0
iilg,iilg.us,us\nasdaq stocks\1\,0,0,0
iin,iin.us,us\nasdaq stocks\1\,0,0,0
iivi,iivi.us,us\nasdaq stocks\1\,0,0,0
ikan,ikan.us,us\nasdaq stocks\1\,0,0,0
ikgh,ikgh.us,us\nasdaq stocks\1\,0,0,0
iknx,iknx.us,us\nasdaq stocks\1\,0,0,0
ilmn,ilmn.us,us\nasdaq stocks\1\,0,0,0
imdz,imdz.us,us\nasdaq stocks\1\,0,0,0
imgn,imgn.us,us\nasdaq stocks\1\,0,0,0
imi,imi.us,us\nasdaq stocks\1\,0,0,0
immr,immr.us,us\nasdaq stocks\1\,0,0,0
immu,immu.us,us\nasdaq stocks\1\,0,0,0
immy,immy.us,us\nasdaq stocks\1\,0,0,0
imnp,imnp.us,us\nasdaq stocks\1\,0,0,0
imos,imos.us,us\nasdaq stocks\1\,0,0,0
inap,inap.us,us\nasdaq stocks\1\,0,0,0
inbk,inbk.us,us\nasdaq stocks\1\,0,0,0
incr,incr.us,us\nasdaq stocks\1\,0,0,0
incy,incy.us,us\nasdaq stocks\1\,0,0,0
indb,indb.us,us\nasdaq stocks\1\,0,0,0
infi,infi.us,us\nasdaq stocks\1\,0,0,0
infn,infn.us,us\nasdaq stocks\1\,0,0,0
ingn,ingn.us,us\nasdaq stocks\1\,0,0,0
inin,inin.us,us\nasdaq stocks\1\,0,0,0
innl,innl.us,us\nasdaq stocks\1\,0,0,0
ino,ino.us,us\nasdaq stocks\1\,0,0,0
inod,inod.us,us\nasdaq stocks\1\,0,0,0
inov,inov.us,us\nasdaq stocks\1\,0,0,0
inph,inph.us,us\nasdaq stocks\1\,0,0,0
insm,insm.us,us\nasdaq stocks\1\,0,0,0
insy,insy.us,us\nasdaq stocks\1\,0,0,0
intc,intc.us,us\nasdaq stocks\1\,0,0,0
intg,intg.us,us\nasdaq stocks\1\,0,0,0
intl,intl.us,us\nasdaq stocks\1\,0,0,0
intu,intu.us,us\nasdaq stocks\1\,0,0,0
intx,intx.us,us\nasdaq stocks\1\,0,0,0
inve,inve.us,us\nasdaq stocks\1\,0,0,0
invt,invt.us,us\nasdaq stocks\1\,0,0,0
inwk,inwk.us,us\nasdaq stocks\1\,0,0,0
iosp,iosp.us,us\nasdaq stocks\1\,0,0,0
ipar,ipar.us,us\nasdaq stocks\1\,0,0,0
ipas,ipas.us,us\nasdaq stocks\1\,0,0,0
ipcc,ipcc.us,us\nasdaq stocks\1\,0,0,0
ipci,ipci.us,us\nasdaq stocks\1\,0,0,0
ipcm,ipcm.us,us\nasdaq stocks\1\,0,0,0
ipdn,ipdn.us,us\nasdaq stocks\1\,0,0,0
ipgp,ipgp.us,us\nasdaq stocks\1\,0,0,0
iphs,iphs.us,us\nasdaq stocks\1\,0,0,0
ipwr,ipwr.us,us\nasdaq stocks\1\,0,0,0
ipxl,ipxl.us,us\nasdaq stocks\1\,0,0,0
iqnt,iqnt.us,us\nasdaq stocks\1\,0,0,0
irbt,irbt.us,us\nasdaq stocks\1\,0,0,0
ircp,ircp.us,us\nasdaq stocks\1\,0,0,0
irdm,irdm.us,us\nasdaq stocks\1\,0,0,0
irg,irg.us,us\nasdaq stocks\1\,0,0,0
irix,irix.us,us\nasdaq stocks\1\,0,0,0
irmd,irmd.us,us\nasdaq stocks\1\,0,0,0
iroq,iroq.us,us\nasdaq stocks\1\,0,0,0
irwd,irwd.us,us\nasdaq stocks\1\,0,0,0
isbc,isbc.us,us\nasdaq stocks\1\,0,0,0
isca,isca.us,us\nasdaq stocks\1\,0,0,0
isig,isig.us,us\nasdaq stocks\1\,0,0,0
isil,isil.us,us\nasdaq stocks\1\,0,0,0
isis,isis.us,us\nasdaq stocks\1\,0,0,0
isle,isle.us,us\nasdaq stocks\1\,0,0,0
ism,ism.us,us\nasdaq stocks\1\,0,0,0
isns,isns.us,us\nasdaq stocks\1\,0,0,0
isrg,isrg.us,us\nasdaq stocks\1\,0,0,0
isrl,isrl.us,us\nasdaq stocks\1\,0,0,0
issc,issc.us,us\nasdaq stocks\1\,0,0,0
issi,issi.us,us\nasdaq stocks\1\,0,0,0
istr,istr.us,us\nasdaq stocks\1\,0,0,0
itci,itci.us,us\nasdaq stocks\1\,0,0,0
itek,itek.us,us\nasdaq stocks\1\,0,0,0
itic,itic.us,us\nasdaq stocks\1\,0,0,0
itri,itri.us,us\nasdaq stocks\1\,0,0,0
itrn,itrn.us,us\nasdaq stocks\1\,0,0,0
itus,itus.us,us\nasdaq stocks\1\,0,0,0
ivac,ivac.us,us\nasdaq stocks\1\,0,0,0
ivty,ivty.us,us\nasdaq stocks\1\,0,0,0
ixys,ixys.us,us\nasdaq stocks\1\,0,0,0
jack,jack.us,us\nasdaq stocks\1\,0,0,0
jagx,jagx.us,us\nasdaq stocks\1\,0,0,0
jakk,jakk.us,us\nasdaq stocks\1\,0,0,0
jasn,jasn.us,us\nasdaq stocks\1\,0,0,0
jaso,jaso.us,us\nasdaq stocks\1\,0,0,0
jaxb,jaxb.us,us\nasdaq stocks\1\,0,0,0
jazz,jazz.us,us\nasdaq stocks\1\,0,0,0
jbht,jbht.us,us\nasdaq stocks\1\,0,0,0
jblu,jblu.us,us\nasdaq stocks\1\,0,0,0
jbss,jbss.us,us\nasdaq stocks\1\,0,0,0
jcom,jcom.us,us\nasdaq stocks\1\,0,0,0
jcs,jcs.us,us\nasdaq stocks\1\,0,0,0
jd,jd.us,us\nasdaq stocks\1\,0,0,0
jive,jive.us,us\nasdaq stocks\1\,0,0,0
jjsf,jjsf.us,us\nasdaq stocks\1\,0,0,0
jkhy,jkhy.us,us\nasdaq stocks\1\,0,0,0
jmba,jmba.us,us\nasdaq stocks\1\,0,0,0
jnp,jnp.us,us\nasdaq stocks\1\,0,0,0
jobs,jobs.us,us\nasdaq stocks\1\,0,0,0
joez,joez.us,us\nasdaq stocks\1\,0,0,0
jout,jout.us,us\nasdaq stocks\1\,0,0,0
jrjc,jrjc.us,us\nasdaq stocks\1\,0,0,0
jrvr,jrvr.us,us\nasdaq stocks\1\,0,0,0
jsm,jsm.us,us\nasdaq stocks\1\,0,0,0
jst,jst.us,us\nasdaq stocks\1\,0,0,0
jtpy,jtpy.us,us\nasdaq stocks\1\,0,0,0
juno,juno.us,us\nasdaq stocks\1\,0,0,0
jva,jva.us,us\nasdaq stocks\1\,0,0,0
jxsb,jxsb.us,us\nasdaq stocks\1\,0,0,0
jynt,jynt.us,us\nasdaq stocks\1\,0,0,0
kalu,kalu.us,us\nasdaq stocks\1\,0,0,0
kang,kang.us,us\nasdaq stocks\1\,0,0,0
kbal,kbal.us,us\nasdaq stocks\1\,0,0,0
kbio,kbio.us,us\nasdaq stocks\1\,0,0,0
kbsf,kbsf.us,us\nasdaq stocks\1\,0,0,0
kcap,kcap.us,us\nasdaq stocks\1\,0,0,0
kcli,kcli.us,us\nasdaq stocks\1\,0,0,0
ke,ke.us,us\nasdaq stocks\1\,0,0,0
kequ,kequ.us,us\nasdaq stocks\1\,0,0,0
kerx,kerx.us,us\nasdaq stocks\1\,0,0,0
keyw,keyw.us,us\nasdaq stocks\1\,0,0,0
kffb,kffb.us,us\nasdaq stocks\1\,0,0,0
kfrc,kfrc.us,us\nasdaq stocks\1\,0,0,0
kgji,kgji.us,us\nasdaq stocks\1\,0,0,0
khc,khc.us,us\nasdaq stocks\1\,0,0,0
kin,kin.us,us\nasdaq stocks\1\,0,0,0
kins,kins.us,us\nasdaq stocks\1\,0,0,0
kirk,kirk.us,us\nasdaq stocks\1\,0,0,0
kite,kite.us,us\nasdaq stocks\1\,0,0,0
klac,klac.us,us\nasdaq stocks\1\,0,0,0
klic,klic.us,us\nasdaq stocks\1\,0,0,0
klxi,klxi.us,us\nasdaq stocks\1\,0,0,0
kmda,kmda.us,us\nasdaq stocks\1\,0,0,0
kmph,kmph.us,us\nasdaq stocks\1\,0,0,0
kndi,kndi.us,us\nasdaq stocks\1\,0,0,0
kona,kona.us,us\nasdaq stocks\1\,0,0,0
kone,kone.us,us\nasdaq stocks\1\,0,0,0
kool,kool.us,us\nasdaq stocks\1\,0,0,0
kopn,kopn.us,us\nasdaq stocks\1\,0,0,0
koss,koss.us,us\nasdaq stocks\1\,0,0,0
kpti,kpti.us,us\nasdaq stocks\1\,0,0,0
krnt,krnt.us,us\nasdaq stocks\1\,0,0,0
krny,krny.us,us\nasdaq stocks\1\,0,0,0
ktcc,ktcc.us,us\nasdaq stocks\1\,0,0,0
ktec,ktec.us,us\nasdaq stocks\1\,0,0,0
ktos,ktos.us,us\nasdaq stocks\1\,0,0,0
ktwo,ktwo.us,us\nasdaq stocks\1\,0,0,0
kutv,kutv.us,us\nasdaq stocks\1\,0,0,0
kvhi,kvhi.us,us\nasdaq stocks\1\,0,0,0
kyth,kyth.us,us\nasdaq stocks\1\,0,0,0
kz,kz.us,us\nasdaq stocks\1\,0,0,0
labc,labc.us,us\nasdaq stocks\1\,0,0,0
labl,labl.us,us\nasdaq stocks\1\,0,0,0
lake,lake.us,us\nasdaq stocks\1\,0,0,0
lamr,lamr.us,us\nasdaq stocks\1\,0,0,0
lanc,lanc.us,us\nasdaq stocks\1\,0,0,0
land,land.us,us\nasdaq stocks\1\,0,0,0
lark,lark.us,us\nasdaq stocks\1\,0,0,0
laws,laws.us,us\nasdaq stocks\1\,0,0,0
layn,layn.us,us\nasdaq stocks\1\,0,0,0
lbai,lbai.us,us\nasdaq stocks\1\,0,0,0
lbio,lbio.us,us\nasdaq stocks\1\,0,0,0
lbix,lbix.us,us\nasdaq stocks\1\,0,0,0
lcnb,lcnb.us,us\nasdaq stocks\1\,0,0,0
lcut,lcut.us,us\nasdaq stocks\1\,0,0,0
ldrh,ldrh.us,us\nasdaq stocks\1\,0,0,0
le,le.us,us\nasdaq stocks\1\,0,0,0
leco,leco.us,us\nasdaq stocks\1\,0,0,0
leds,leds.us,us\nasdaq stocks\1\,0,0,0
lens,lens.us,us\nasdaq stocks\1\,0,0,0
lfus,lfus.us,us\nasdaq stocks\1\,0,0,0
lfvn,lfvn.us,us\nasdaq stocks\1\,0,0,0
lgcy,lgcy.us,us\nasdaq stocks\1\,0,0,0
lgih,lgih.us,us\nasdaq stocks\1\,0,0,0
lgnd,lgnd.us,us\nasdaq stocks\1\,0,0,0
lhcg,lhcg.us,us\nasdaq stocks\1\,0,0,0
life,life.us,us\nasdaq stocks\1\,0,0,0
lime,lime.us,us\nasdaq stocks\1\,0,0,0
linc,linc.us,us\nasdaq stocks\1\,0,0,0
lind,lind.us,us\nasdaq stocks\1\,0,0,0
line,line.us,us\nasdaq stocks\1\,0,0,0
lion,lion.us,us\nasdaq stocks\1\,0,0,0
liox,liox.us,us\nasdaq stocks\1\,0,0,0
liqd,liqd.us,us\nasdaq stocks\1\,0,0,0
lite,lite.us,us\nasdaq stocks\1\,0,0,0
live,live.us,us\nasdaq stocks\1\,0,0,0
ljpc,ljpc.us,us\nasdaq stocks\1\,0,0,0
lkfn,lkfn.us,us\nasdaq stocks\1\,0,0,0
lkq,lkq.us,us\nasdaq stocks\1\,0,0,0
llex,llex.us,us\nasdaq stocks\1\,0,0,0
llnw,llnw.us,us\nasdaq stocks\1\,0,0,0
lltc,lltc.us,us\nasdaq stocks\1\,0,0,0
lmat,lmat.us,us\nasdaq stocks\1\,0,0,0
lmca,lmca.us,us\nasdaq stocks\1\,0,0,0
lmcb,lmcb.us,us\nasdaq stocks\1\,0,0,0
lmck,lmck.us,us\nasdaq stocks\1\,0,0,0
lmia,lmia.us,us\nasdaq stocks\1\,0,0,0
lmnr,lmnr.us,us\nasdaq stocks\1\,0,0,0
lmns,lmns.us,us\nasdaq stocks\1\,0,0,0
lmnx,lmnx.us,us\nasdaq stocks\1\,0,0,0
lmos,lmos.us,us\nasdaq stocks\1\,0,0,0
lmrk,lmrk.us,us\nasdaq stocks\1\,0,0,0
lnbb,lnbb.us,us\nasdaq stocks\1\,0,0,0
lnce,lnce.us,us\nasdaq stocks\1\,0,0,0
lnco,lnco.us,us\nasdaq stocks\1\,0,0,0
lndc,lndc.us,us\nasdaq stocks\1\,0,0,0
lnth,lnth.us,us\nasdaq stocks\1\,0,0,0
loan,loan.us,us\nasdaq stocks\1\,0,0,0
lob,lob.us,us\nasdaq stocks\1\,0,0,0
loco,loco.us,us\nasdaq stocks\1\,0,0,0
logi,logi.us,us\nasdaq stocks\1\,0,0,0
logm,logm.us,us\nasdaq stocks\1\,0,0,0
lojn,lojn.us,us\nasdaq stocks\1\,0,0,0
long,long.us,us\nasdaq stocks\1\,0,0,0
look,look.us,us\nasdaq stocks\1\,0,0,0
lope,lope.us,us\nasdaq stocks\1\,0,0,0
lorl,lorl.us,us\nasdaq stocks\1\,0,0,0
loxo,loxo.us,us\nasdaq stocks\1\,0,0,0
lpcn,lpcn.us,us\nasdaq stocks\1\,0,0,0
lpla,lpla.us,us\nasdaq stocks\1\,0,0,0
lpnt,lpnt.us,us\nasdaq stocks\1\,0,0,0
lpsb,lpsb.us,us\nasdaq stocks\1\,0,0,0
lpsn,lpsn.us,us\nasdaq stocks\1\,0,0,0
lpth,lpth.us,us\nasdaq stocks\1\,0,0,0
lptn,lptn.us,us\nasdaq stocks\1\,0,0,0
lqdt,lqdt.us,us\nasdaq stocks\1\,0,0,0
lrad,lrad.us,us\nasdaq stocks\1\,0,0,0
lrcx,lrcx.us,us\nasdaq stocks\1\,0,0,0
lsbg,lsbg.us,us\nasdaq stocks\1\,0,0,0
lsbk,lsbk.us,us\nasdaq stocks\1\,0,0,0
lscc,lscc.us,us\nasdaq stocks\1\,0,0,0
lstr,lstr.us,us\nasdaq stocks\1\,0,0,0
ltbr,ltbr.us,us\nasdaq stocks\1\,0,0,0
ltre,ltre.us,us\nasdaq stocks\1\,0,0,0
ltrx,ltrx.us,us\nasdaq stocks\1\,0,0,0
ltxb,ltxb.us,us\nasdaq stocks\1\,0,0,0
lulu,lulu.us,us\nasdaq stocks\1\,0,0,0
luna,luna.us,us\nasdaq stocks\1\,0,0,0
lway,lway.us,us\nasdaq stocks\1\,0,0,0
lxrx,lxrx.us,us\nasdaq stocks\1\,0,0,0
lyts,lyts.us,us\nasdaq stocks\1\,0,0,0
mack,mack.us,us\nasdaq stocks\1\,0,0,0
mag,mag.us,us\nasdaq stocks\1\,0,0,0
mags,mags.us,us\nasdaq stocks\1\,0,0,0
mams,mams.us,us\nasdaq stocks\1\,0,0,0
manh,manh.us,us\nasdaq stocks\1\,0,0,0
mant,mant.us,us\nasdaq stocks\1\,0,0,0
mar,mar.us,us\nasdaq stocks\1\,0,0,0
mara,mara.us,us\nasdaq stocks\1\,0,0,0
mark,mark.us,us\nasdaq stocks\1\,0,0,0
masi,masi.us,us\nasdaq stocks\1\,0,0,0
mat,mat.us,us\nasdaq stocks\1\,0,0,0
matr,matr.us,us\nasdaq stocks\1\,0,0,0
matw,matw.us,us\nasdaq stocks\1\,0,0,0
mays,mays.us,us\nasdaq stocks\1\,0,0,0
mb,mb.us,us\nasdaq stocks\1\,0,0,0
mbcn,mbcn.us,us\nasdaq stocks\1\,0,0,0
mbfi,mbfi.us,us\nasdaq stocks\1\,0,0,0
mbii,mbii.us,us\nasdaq stocks\1\,0,0,0
mblx,mblx.us,us\nasdaq stocks\1\,0,0,0
mbrg,mbrg.us,us\nasdaq stocks\1\,0,0,0
mbtf,mbtf.us,us\nasdaq stocks\1\,0,0,0
mbuu,mbuu.us,us\nasdaq stocks\1\,0,0,0
mbvt,mbvt.us,us\nasdaq stocks\1\,0,0,0
mbwm,mbwm.us,us\nasdaq stocks\1\,0,0,0
mcbc,mcbc.us,us\nasdaq stocks\1\,0,0,0
mcbk,mcbk.us,us\nasdaq stocks\1\,0,0,0
mcep,mcep.us,us\nasdaq stocks\1\,0,0,0
mcft,mcft.us,us\nasdaq stocks\1\,0,0,0
mcgc,mcgc.us,us\nasdaq stocks\1\,0,0,0
mchp,mchp.us,us\nasdaq stocks\1\,0,0,0
mchx,mchx.us,us\nasdaq stocks\1\,0,0,0
mcox,mcox.us,us\nasdaq stocks\1\,0,0,0
mcrb,mcrb.us,us\nasdaq stocks\1\,0,0,0
mcri,mcri.us,us\nasdaq stocks\1\,0,0,0
mcur,mcur.us,us\nasdaq stocks\1\,0,0,0
mdas,mdas.us,us\nasdaq stocks\1\,0,0,0
mdca,mdca.us,us\nasdaq stocks\1\,0,0,0
mdco,mdco.us,us\nasdaq stocks\1\,0,0,0
mdgs,mdgs.us,us\nasdaq stocks\1\,0,0,0
mdlz,mdlz.us,us\nasdaq stocks\1\,0,0,0
mdm,mdm.us,us\nasdaq stocks\1\,0,0,0
mdrx,mdrx.us,us\nasdaq stocks\1\,0,0,0
mdso,mdso.us,us\nasdaq stocks\1\,0,0,0
mdsy,mdsy.us,us\nasdaq stocks\1\,0,0,0
mdvn,mdvn.us,us\nasdaq stocks\1\,0,0,0
mdvx,mdvx.us,us\nasdaq stocks\1\,0,0,0
mdwd,mdwd.us,us\nasdaq stocks\1\,0,0,0
mdxg,mdxg.us,us\nasdaq stocks\1\,0,0,0
meet,meet.us,us\nasdaq stocks\1\,0,0,0
meil,meil.us,us\nasdaq stocks\1\,0,0,0
meip,meip.us,us\nasdaq stocks\1\,0,0,0
mela,mela.us,us\nasdaq stocks\1\,0,0,0
meli,meli.us,us\nasdaq stocks\1\,0,0,0
melr,melr.us,us\nasdaq stocks\1\,0,0,0
memp,memp.us,us\nasdaq stocks\1\,0,0,0
ment,ment.us,us\nasdaq stocks\1\,0,0,0
meoh,meoh.us,us\nasdaq stocks\1\,0,0,0
merc,merc.us,us\nasdaq stocks\1\,0,0,0
metr,metr.us,us\nasdaq stocks\1\,0,0,0
mflx,mflx.us,us\nasdaq stocks\1\,0,0,0
mfnc,mfnc.us,us\nasdaq stocks\1\,0,0,0
mfri,mfri.us,us\nasdaq stocks\1\,0,0,0
mfrm,mfrm.us,us\nasdaq stocks\1\,0,0,0
mfsf,mfsf.us,us\nasdaq stocks\1\,0,0,0
mgcd,mgcd.us,us\nasdaq stocks\1\,0,0,0
mgee,mgee.us,us\nasdaq stocks\1\,0,0,0
mgi,mgi.us,us\nasdaq stocks\1\,0,0,0
mgic,mgic.us,us\nasdaq stocks\1\,0,0,0
mgln,mgln.us,us\nasdaq stocks\1\,0,0,0
mgnx,mgnx.us,us\nasdaq stocks\1\,0,0,0
mgpi,mgpi.us,us\nasdaq stocks\1\,0,0,0
mgrc,mgrc.us,us\nasdaq stocks\1\,0,0,0
mgyr,mgyr.us,us\nasdaq stocks\1\,0,0,0
mhgc,mhgc.us,us\nasdaq stocks\1\,0,0,0
mhld,mhld.us,us\nasdaq stocks\1\,0,0,0
mict,mict.us,us\nasdaq stocks\1\,0,0,0
midd,midd.us,us\nasdaq stocks\1\,0,0,0
mifi,mifi.us,us\nasdaq stocks\1\,0,0,0
mik,mik.us,us\nasdaq stocks\1\,0,0,0
mind,mind.us,us\nasdaq stocks\1\,0,0,0
mini,mini.us,us\nasdaq stocks\1\,0,0,0
mitk,mitk.us,us\nasdaq stocks\1\,0,0,0
mitl,mitl.us,us\nasdaq stocks\1\,0,0,0
mksi,mksi.us,us\nasdaq stocks\1\,0,0,0
mkto,mkto.us,us\nasdaq stocks\1\,0,0,0
mktx,mktx.us,us\nasdaq stocks\1\,0,0,0
mlab,mlab.us,us\nasdaq stocks\1\,0,0,0
mlhr,mlhr.us,us\nasdaq stocks\1\,0,0,0
mlnk,mlnk.us,us\nasdaq stocks\1\,0,0,0
mlnx,mlnx.us,us\nasdaq stocks\1\,0,0,0
mlvf,mlvf.us,us\nasdaq stocks\1\,0,0,0
mmac,mmac.us,us\nasdaq stocks\1\,0,0,0
mmlp,mmlp.us,us\nasdaq stocks\1\,0,0,0
mmsi,mmsi.us,us\nasdaq stocks\1\,0,0,0
mmyt,mmyt.us,us\nasdaq stocks\1\,0,0,0
mndo,mndo.us,us\nasdaq stocks\1\,0,0,0
mnga,mnga.us,us\nasdaq stocks\1\,0,0,0
mnkd,mnkd.us,us\nasdaq stocks\1\,0,0,0
mnov,mnov.us,us\nasdaq stocks\1\,0,0,0
mnrk,mnrk.us,us\nasdaq stocks\1\,0,0,0
mnro,mnro.us,us\nasdaq stocks\1\,0,0,0
mnst,mnst.us,us\nasdaq stocks\1\,0,0,0
mnta,mnta.us,us\nasdaq stocks\1\,0,0,0
mntx,mntx.us,us\nasdaq stocks\1\,0,0,0
mobi,mobi.us,us\nasdaq stocks\1\,0,0,0
mobl,mobl.us,us\nasdaq stocks\1\,0,0,0
moco,moco.us,us\nasdaq stocks\1\,0,0,0
mofg,mofg.us,us\nasdaq stocks\1\,0,0,0
moko,moko.us,us\nasdaq stocks\1\,0,0,0
molg,molg.us,us\nasdaq stocks\1\,0,0,0
momo,momo.us,us\nasdaq stocks\1\,0,0,0
morn,morn.us,us\nasdaq stocks\1\,0,0,0
mosy,mosy.us,us\nasdaq stocks\1\,0,0,0
mpaa,mpaa.us,us\nasdaq stocks\1\,0,0,0
mpb,mpb.us,us\nasdaq stocks\1\,0,0,0
mpel,mpel.us,us\nasdaq stocks\1\,0,0,0
mpet,mpet.us,us\nasdaq stocks\1\,0,0,0
mpwr,mpwr.us,us\nasdaq stocks\1\,0,0,0
mrcc,mrcc.us,us\nasdaq stocks\1\,0,0,0
mrcy,mrcy.us,us\nasdaq stocks\1\,0,0,0
mrd,mrd.us,us\nasdaq stocks\1\,0,0,0
mrge,mrge.us,us\nasdaq stocks\1\,0,0,0
mrkt,mrkt.us,us\nasdaq stocks\1\,0,0,0
mrln,mrln.us,us\nasdaq stocks\1\,0,0,0
mrns,mrns.us,us\nasdaq stocks\1\,0,0,0
mrtn,mrtn.us,us\nasdaq stocks\1\,0,0,0
mrtx,mrtx.us,us\nasdaq stocks\1\,0,0,0
mrvc,mrvc.us,us\nasdaq stocks\1\,0,0,0
mrvl,mrvl.us,us\nasdaq stocks\1\,0,0,0
msbf,msbf.us,us\nasdaq stocks\1\,0,0,0
mscc,mscc.us,us\nasdaq stocks\1\,0,0,0
msex,msex.us,us\nasdaq stocks\1\,0,0,0
msfg,msfg.us,us\nasdaq stocks\1\,0,0,0
msft,msft.us,us\nasdaq stocks\1\,0,0,0
msli,msli.us,us\nasdaq stocks\1\,0,0,0
mson,mson.us,us\nasdaq stocks\1\,0,0,0
mstr,mstr.us,us\nasdaq stocks\1\,0,0,0
mtbc,mtbc.us,us\nasdaq stocks\1\,0,0,0
mtex,mtex.us,us\nasdaq stocks\1\,0,0,0
mtge,mtge.us,us\nasdaq stocks\1\,0,0,0
mtls,mtls.us,us\nasdaq stocks\1\,0,0,0
mtrx,mtrx.us,us\nasdaq stocks\1\,0,0,0
mtsc,mtsc.us,us\nasdaq stocks\1\,0,0,0
mtsi,mtsi.us,us\nasdaq stocks\1\,0,0,0
mtsl,mtsl.us,us\nasdaq stocks\1\,0,0,0
mtsn,mtsn.us,us\nasdaq stocks\1\,0,0,0
mu,mu.us,us\nasdaq stocks\1\,0,0,0
mvis,mvis.us,us\nasdaq stocks\1\,0,0,0
mxim,mxim.us,us\nasdaq stocks\1\,0,0,0
mxwl,mxwl.us,us\nasdaq stocks\1\,0,0,0
mygn,mygn.us,us\nasdaq stocks\1\,0,0,0
myl,myl.us,us\nasdaq stocks\1\,0,0,0
myos,myos.us,us\nasdaq stocks\1\,0,0,0
myrg,myrg.us,us\nasdaq stocks\1\,0,0,0
mzor,mzor.us,us\nasdaq stocks\1\,0,0,0
naii,naii.us,us\nasdaq stocks\1\,0,0,0
name,name.us,us\nasdaq stocks\1\,0,0,0
nano,nano.us,us\nasdaq stocks\1\,0,0,0
nath,nath.us,us\nasdaq stocks\1\,0,0,0
nati,nati.us,us\nasdaq stocks\1\,0,0,0
natl,natl.us,us\nasdaq stocks\1\,0,0,0
natr,natr.us,us\nasdaq stocks\1\,0,0,0
nauh,nauh.us,us\nasdaq stocks\1\,0,0,0
navg,navg.us,us\nasdaq stocks\1\,0,0,0
navi,navi.us,us\nasdaq stocks\1\,0,0,0
nbbc,nbbc.us,us\nasdaq stocks\1\,0,0,0
nbix,nbix.us,us\nasdaq stocks\1\,0,0,0
nbn,nbn.us,us\nasdaq stocks\1\,0,0,0
nbtb,nbtb.us,us\nasdaq stocks\1\,0,0,0
ncit,ncit.us,us\nasdaq stocks\1\,0,0,0
nclh,nclh.us,us\nasdaq stocks\1\,0,0,0
ncmi,ncmi.us,us\nasdaq stocks\1\,0,0,0
ncom,ncom.us,us\nasdaq stocks\1\,0,0,0
ncty,ncty.us,us\nasdaq stocks\1\,0,0,0
ndaq,ndaq.us,us\nasdaq stocks\1\,0,0,0
ndls,ndls.us,us\nasdaq stocks\1\,0,0,0
ndrm,ndrm.us,us\nasdaq stocks\1\,0,0,0
ndsn,ndsn.us,us\nasdaq stocks\1\,0,0,0
necb,necb.us,us\nasdaq stocks\1\,0,0,0
neo,neo.us,us\nasdaq stocks\1\,0,0,0
neog,neog.us,us\nasdaq stocks\1\,0,0,0
neon,neon.us,us\nasdaq stocks\1\,0,0,0
neos,neos.us,us\nasdaq stocks\1\,0,0,0
neot,neot.us,us\nasdaq stocks\1\,0,0,0
nept,nept.us,us\nasdaq stocks\1\,0,0,0
nerv,nerv.us,us\nasdaq stocks\1\,0,0,0
nete,nete.us,us\nasdaq stocks\1\,0,0,0
newp,newp.us,us\nasdaq stocks\1\,0,0,0
news,news.us,us\nasdaq stocks\1\,0,0,0
newt,newt.us,us\nasdaq stocks\1\,0,0,0
nfbk,nfbk.us,us\nasdaq stocks\1\,0,0,0
nfec,nfec.us,us\nasdaq stocks\1\,0,0,0
nflx,nflx.us,us\nasdaq stocks\1\,0,0,0
nghc,nghc.us,us\nasdaq stocks\1\,0,0,0
nhld,nhld.us,us\nasdaq stocks\1\,0,0,0
nhtc,nhtc.us,us\nasdaq stocks\1\,0,0,0
nice,nice.us,us\nasdaq stocks\1\,0,0,0
